ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,CITY,REGION,STATE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
320444,26-39,male,majority,0-9y,none,poverty,0.3086490182004943,no,before 2015,no,yes,95404,santa rosa,west,california,14000.0,,0,,0,0.0
305793,16-25,male,majority,0-9y,high school,poverty,0.2458351852340737,,before 2015,yes,yes,95404,santa rosa,west,california,11000.0,,0,,0,1.0
362190,16-25,male,majority,0-9y,high school,poverty,0.3056465190413162,no,before 2015,no,no,95404,santa rosa,west,california,14000.0,sedan,0,,0,1.0
62647,26-39,male,majority,10-19y,high school,upper class,0.7440140862681482,yes,before 2015,no,no,95404,santa rosa,west,california,13000.0,sedan,2,0.0,1,0.0
296948,40-64,male,majority,10-19y,university,upper class,0.6704645467899408,yes,after 2015,yes,yes,95404,santa rosa,west,california,14000.0,sedan,0,,0,0.0
673660,65+,female,majority,30y+,high school,upper class,0.6830407984824192,no,after 2015,yes,yes,95404,santa rosa,west,california,10000.0,,4,,3,0.0
945867,16-25,male,majority,0-9y,university,middle class,0.828628569053192,yes,before 2015,no,no,95404,santa rosa,west,california,13000.0,,0,,0,1.0
391880,65+,male,majority,30y+,none,middle class,,yes,before 2015,yes,yes,32765,oviedo,south,,10000.0,sedan,12,2.0,2,0.0
241973,65+,female,majority,30y+,high school,upper class,0.6293380939717407,yes,before 2015,yes,no,95404,santa rosa,west,california,11000.0,sedan,2,0.0,2,0.0
429503,16-25,male,majority,0-9y,high school,poverty,0.28372421050714,no,before 2015,no,yes,95404,santa rosa,west,california,15000.0,sedan,0,0.0,0,1.0
810013,16-25,male,majority,0-9y,university,working class,0.4576486815858435,yes,after 2015,no,no,95404,santa rosa,west,california,14000.0,,0,,0,1.0
663458,16-25,female,majority,0-9y,high school,poverty,0.3049876423937953,no,before 2015,no,no,95404,santa rosa,west,california,15000.0,,0,,0,1.0
879976,16-25,male,majority,0-9y,high school,working class,0.5517442884135392,no,before 2015,yes,yes,32765,oviedo,south,florida,10000.0,sedan,0,0.0,0,1.0
418841,16-25,male,minority,0-9y,none,poverty,0.3186855562451054,yes,before 2015,yes,no,32765,oviedo,south,florida,9000.0,sedan,0,0.0,0,1.0
542236,26-39,male,minority,10-19y,none,working class,0.436944194154781,yes,before 2015,no,no,95404,santa rosa,west,,12000.0,,3,,0,0.0
937573,40-64,male,majority,10-19y,university,upper class,0.6291939843221722,yes,before 2015,yes,yes,32765,oviedo,south,florida,7000.0,,5,,1,0.0
670850,16-25,male,majority,0-9y,university,working class,0.4055600158887265,,before 2015,no,no,95404,santa rosa,west,california,17000.0,,0,,0,1.0
151252,16-25,male,majority,0-9y,university,middle class,0.6235462115803201,yes,before 2015,yes,no,95404,santa rosa,west,california,11000.0,sedan,0,0.0,0,0.0
706349,65+,male,majority,10-19y,university,upper class,0.7270329897821235,yes,before 2015,yes,yes,95404,santa rosa,west,california,10000.0,,1,,2,0.0
602998,65+,male,majority,20-29y,none,working class,0.426828388879915,yes,before 2015,yes,no,95404,santa rosa,west,california,14000.0,,3,,7,0.0
242772,26-39,female,majority,10-19y,none,middle class,0.5036589704487734,yes,before 2015,no,yes,95404,santa rosa,west,california,10000.0,sedan,1,2.0,0,0.0
393449,26-39,female,majority,10-19y,high school,middle class,,no,before 2015,no,no,95404,santa rosa,west,california,12000.0,,2,,0,0.0
380740,65+,male,majority,30y+,university,upper class,0.7264400018455291,,after 2015,yes,yes,95404,santa rosa,west,california,7000.0,,2,,3,0.0
938115,16-25,female,majority,0-9y,none,poverty,0.2444900931240796,no,before 2015,no,yes,32765,oviedo,south,,,,0,,0,1.0
727943,16-25,male,majority,0-9y,university,middle class,0.5757707974509628,yes,before 2015,no,no,95404,santa rosa,west,,11000.0,sedan,0,0.0,0,1.0
766309,16-25,male,majority,0-9y,high school,poverty,,no,before 2015,no,no,95404,santa rosa,west,california,10000.0,sports car,0,0.0,0,1.0
261229,16-25,male,majority,0-9y,university,working class,0.468671965728324,yes,after 2015,no,yes,32765,oviedo,south,florida,9000.0,sedan,0,0.0,0,1.0
60866,65+,male,majority,20-29y,university,upper class,0.6970834558464781,no,after 2015,no,yes,95404,santa rosa,west,california,13000.0,,3,,2,0.0
752797,40-64,female,majority,20-29y,high school,working class,0.5429181079423034,yes,before 2015,no,no,95404,santa rosa,west,california,15000.0,sedan,1,1.0,0,0.0
45002,65+,male,majority,30y+,high school,upper class,0.6722562535141292,yes,before 2015,yes,yes,95404,santa rosa,west,california,9000.0,sedan,4,,2,0.0
482448,16-25,male,majority,0-9y,none,poverty,0.3864066185703315,,before 2015,no,no,32765,oviedo,south,florida,8000.0,,0,,0,1.0
549142,16-25,male,majority,0-9y,university,middle class,0.5512978330713669,yes,before 2015,yes,yes,95404,santa rosa,west,california,12000.0,,0,,0,1.0
95138,40-64,male,majority,20-29y,high school,middle class,0.5985570254244251,no,after 2015,yes,no,95404,santa rosa,west,california,14000.0,,4,,4,0.0
851152,26-39,female,majority,10-19y,none,working class,,no,before 2015,yes,yes,95404,santa rosa,west,california,,sedan,0,0.0,1,0.0
615991,40-64,female,majority,20-29y,high school,upper class,0.5824219946087406,yes,after 2015,yes,yes,95404,santa rosa,west,california,11000.0,,2,,1,0.0
424820,26-39,female,minority,10-19y,high school,middle class,0.540182723180248,yes,before 2015,yes,yes,95404,santa rosa,west,california,,,0,,1,0.0
807847,65+,male,majority,20-29y,university,upper class,0.6330139475122963,,after 2015,no,yes,95404,santa rosa,west,california,14000.0,sedan,3,1.0,4,0.0
758983,40-64,male,majority,20-29y,high school,middle class,0.552204630296896,yes,after 2015,yes,no,32765,oviedo,south,,12000.0,,6,,3,0.0
987114,26-39,female,majority,0-9y,university,middle class,0.3266816101781183,no,before 2015,no,no,95404,santa rosa,west,california,16000.0,sedan,0,,0,1.0
873457,40-64,male,minority,20-29y,high school,middle class,0.5880825424047316,yes,before 2015,yes,yes,95404,santa rosa,west,california,13000.0,,7,,1,0.0
699703,65+,female,majority,0-9y,university,upper class,0.7022748020975709,no,before 2015,yes,yes,92101,san diego,west,california,10000.0,,0,,0,1.0
563342,65+,female,majority,0-9y,university,upper class,0.7266055391975765,yes,before 2015,no,yes,95404,santa rosa,west,california,13000.0,,0,,0,0.0
504412,26-39,male,majority,10-19y,university,working class,,no,before 2015,yes,yes,95404,santa rosa,west,california,12000.0,sedan,3,,3,1.0
284106,65+,male,majority,30y+,university,upper class,0.73238212135242,yes,before 2015,yes,yes,95404,santa rosa,west,california,12000.0,,5,,5,0.0
78189,16-25,female,majority,0-9y,none,poverty,0.2012839211827758,yes,before 2015,no,no,32765,oviedo,south,,12000.0,,0,,0,1.0
427520,26-39,male,majority,10-19y,university,middle class,0.4641607076311848,no,before 2015,no,no,95404,santa rosa,west,california,16000.0,,0,,0,0.0
689030,40-64,female,majority,20-29y,university,upper class,0.6579677428053038,yes,after 2015,yes,no,92101,san diego,west,california,13000.0,sedan,1,,1,0.0
966467,65+,male,majority,30y+,university,upper class,0.6002161554309658,yes,before 2015,yes,yes,95404,santa rosa,west,california,13000.0,,5,,4,0.0
288712,65+,male,majority,30y+,university,upper class,0.6663760181644964,yes,after 2015,yes,yes,95404,santa rosa,west,california,12000.0,,3,,7,0.0
228114,26-39,male,majority,0-9y,high school,working class,0.4031472802313768,yes,before 2015,yes,yes,95404,santa rosa,west,,10000.0,,0,,0,0.0
63715,65+,male,majority,20-29y,university,upper class,0.4169350441301069,yes,before 2015,no,yes,95404,santa rosa,west,california,13000.0,,5,,5,0.0
624077,65+,female,majority,30y+,none,upper class,0.5948797136778915,yes,before 2015,yes,yes,32765,oviedo,south,florida,8000.0,,10,,1,0.0
726352,26-39,male,minority,10-19y,none,poverty,0.3804265034620669,no,before 2015,yes,yes,95404,santa rosa,west,california,16000.0,,1,,1,0.0
150072,16-25,female,majority,0-9y,none,poverty,,no,before 2015,no,no,21217,baltimore,south,maryland,14000.0,,0,,0,1.0
792396,65+,female,majority,30y+,university,upper class,0.680617632406099,,before 2015,yes,yes,95404,santa rosa,west,california,12000.0,,1,,2,0.0
768933,40-64,male,minority,0-9y,high school,working class,0.3559504699938693,yes,before 2015,no,yes,95404,santa rosa,west,california,16000.0,,0,,0,1.0
452356,40-64,female,majority,10-19y,none,middle class,,yes,before 2015,no,yes,32765,oviedo,south,,10000.0,,2,,0,0.0
849811,65+,female,minority,30y+,high school,upper class,0.587831426389767,yes,after 2015,yes,no,32765,oviedo,south,,,sports car,3,,1,0.0
579336,65+,female,majority,10-19y,university,upper class,0.5733880426029547,yes,after 2015,yes,yes,95404,santa rosa,west,california,10000.0,,0,,2,0.0
648922,16-25,male,majority,0-9y,university,middle class,0.2964062828237805,yes,before 2015,no,no,95404,santa rosa,west,california,13000.0,,0,,0,1.0
47909,65+,male,majority,10-19y,university,upper class,0.4295096986208441,yes,before 2015,yes,yes,95404,santa rosa,west,california,10000.0,sedan,1,,4,0.0
619577,65+,female,majority,30y+,university,upper class,0.6885687186194461,yes,after 2015,no,yes,92101,san diego,west,california,11000.0,sedan,2,,0,0.0
212678,65+,female,majority,20-29y,university,upper class,0.700017431968704,yes,after 2015,no,yes,32765,oviedo,south,florida,13000.0,sedan,1,0.0,1,0.0
579720,26-39,male,majority,10-19y,university,working class,0.4495886310379405,no,before 2015,no,yes,95404,santa rosa,west,california,,,0,,1,1.0
995884,40-64,female,majority,20-29y,university,upper class,0.6900455818778344,yes,after 2015,yes,no,95404,santa rosa,west,california,11000.0,,2,,1,0.0
226326,40-64,female,minority,10-19y,university,working class,0.4960298730510012,yes,after 2015,no,no,95404,santa rosa,west,california,13000.0,sedan,0,0.0,1,0.0
943922,26-39,male,majority,10-19y,university,upper class,0.6563457625165399,no,after 2015,yes,yes,32765,oviedo,south,,6000.0,sedan,8,,0,0.0
510116,40-64,male,majority,0-9y,high school,middle class,0.4983566259941653,yes,after 2015,no,yes,95404,santa rosa,,california,12000.0,,0,,0,0.0
536546,16-25,female,majority,0-9y,university,middle class,0.5463825431033477,,before 2015,yes,yes,95404,santa rosa,west,california,12000.0,,0,,0,0.0
75592,40-64,female,majority,10-19y,high school,working class,0.3158628767091658,yes,before 2015,no,yes,95404,santa rosa,west,california,11000.0,,0,,1,0.0
487116,26-39,male,majority,10-19y,none,working class,0.5300643171181573,yes,before 2015,no,no,95404,santa rosa,west,,,,1,,2,1.0
936820,26-39,female,majority,10-19y,high school,working class,0.3578391720711443,,before 2015,no,yes,32765,oviedo,south,,12000.0,,1,,0,1.0
634050,65+,male,majority,10-19y,university,upper class,0.672756052841708,yes,after 2015,yes,yes,95404,santa rosa,west,california,9000.0,sedan,1,,2,0.0
307397,40-64,male,majority,20-29y,university,upper class,0.7419993760301162,,after 2015,no,yes,95404,santa rosa,west,california,,,2,,2,0.0
558748,65+,female,majority,30y+,university,upper class,0.6226519789949738,yes,after 2015,yes,yes,95404,santa rosa,west,california,11000.0,sedan,1,,0,0.0
856630,16-25,female,majority,0-9y,high school,middle class,0.4801406677163008,no,after 2015,no,no,32765,oviedo,south,florida,14000.0,sedan,0,0.0,0,1.0
200009,65+,male,majority,30y+,university,upper class,0.6787954309829434,yes,after 2015,yes,yes,95404,santa rosa,west,california,11000.0,sedan,5,,3,0.0
784462,65+,male,majority,30y+,university,upper class,,yes,before 2015,yes,yes,32765,oviedo,south,,10000.0,,13,,6,0.0
792252,40-64,female,majority,20-29y,university,upper class,0.5152467080125883,yes,after 2015,no,yes,95404,santa rosa,west,california,12000.0,,2,,1,0.0
462586,26-39,male,majority,10-19y,none,working class,0.4899205986325767,yes,before 2015,no,yes,95404,santa rosa,west,california,13000.0,sedan,3,,1,0.0
577965,65+,male,majority,30y+,high school,middle class,0.4219579486132668,yes,before 2015,no,yes,95404,santa rosa,west,california,11000.0,sedan,4,0.0,6,0.0
818248,40-64,male,majority,20-29y,university,upper class,0.5843548496662949,yes,before 2015,no,no,95404,santa rosa,west,california,,sedan,1,0.0,2,0.0
491438,16-25,male,majority,0-9y,none,poverty,,no,before 2015,no,no,95404,santa rosa,west,california,9000.0,,0,,0,1.0
896587,65+,female,majority,30y+,high school,upper class,0.5581569698935803,yes,after 2015,no,yes,95404,santa rosa,west,,14000.0,,0,,0,0.0
